,lon,lat,T_11_0,T_11_1,T_11_2,T_11_3,T_11_4,T_11_5,T_11_6,T_11_7,T_11_8,T_11_9,T_11_10,T_11_11,T_11_12,T_11_13,T_11_14,T_11_15,T_11_16,T_11_17,T_11_18,T_11_19,T_11_20,T_11_21,T_11_22,T_11_23,T_12_0,T_12_1,T_12_2,T_12_3,T_12_4,T_12_5,T_12_6,T_12_7,T_12_8,T_12_9,T_12_10,T_12_11,T_12_12,T_12_13,T_12_14,T_12_15,T_12_16,T_12_17,T_12_18,T_12_19,T_12_20,T_12_21,T_12_22,T_12_23,T_13_0,T_13_1,T_13_2,T_13_3,T_13_4,T_13_5,T_13_6,T_13_7,T_13_8,T_13_9,T_13_10,T_13_11,T_13_12,T_13_13,T_13_14,T_13_15,T_13_16,T_13_17,T_13_18,T_13_19,T_13_20,T_13_21,T_13_22,T_13_23,T_14_0,T_14_1,T_14_2,T_14_3,T_14_4,T_14_5,T_14_6,T_14_7,T_14_8,T_14_9,T_14_10,T_14_11,T_14_12,T_14_13,T_14_14,T_14_15,T_14_16,T_14_17,T_14_18,T_14_19,T_14_20,T_14_21,T_14_22,T_14_23,T_15_0,T_15_1,T_15_2,T_15_3,T_15_4,T_15_5,T_15_6,T_15_7,T_15_8,T_15_9,T_15_10,T_15_11,T_15_12,T_15_13,T_15_14,T_15_15,T_15_16,T_15_17,T_15_18,T_15_19,T_15_20,T_15_21,T_15_22,T_15_23
24.96437_121.63605,121.63605,24.96437,4.567637695312507,4.62495336914063,4.546805175781256,4.590164550781254,4.700715087890626,4.727316650390626,4.855097412109388,5.173580078125014,5.478443359375013,7.665124267578141,9.786020263671894,10.672212890625,11.788368164062485,12.096778808593749,10.822410644531251,9.161968750000012,7.065076660156261,5.427317871093767,4.540688232421883,4.579052490234381,4.7098740234375045,4.670624755859381,4.839463867187503,4.710993408203129,7.589606689453139,7.425755371093765,7.525849365234387,7.467546142578134,7.36526953125001,7.416482910156257,7.178527587890637,7.467122558593757,8.833677734375014,12.21297827148439,14.97024682617186,17.54376440429677,18.425978027343856,17.536212402343875,15.78014672851562,13.30650048828121,10.874773925781254,8.455611328125006,7.59783422851564,7.769651855468763,7.621695312500017,7.671019042968763,7.626634277343764,7.653664306640638,7.16659765625,7.089367675781255,7.220734619140642,7.226143554687513,6.980684570312516,6.952261718750017,6.893895019531265,7.171341308593759,11.971475585937505,16.477727294921948,20.09574731445323,21.292433105468856,21.28595849609384,20.8076279296875,18.98904565429693,16.41661035156244,13.214793457031268,9.929207519531264,7.910977539062519,7.454169677734378,7.454202636718752,7.467245849609376,7.455802978515625,7.341675781250001,5.309183105468757,5.025500244140633,4.831911376953136,4.81456884765626,4.576689208984388,4.513954833984388,4.81674658203126,5.054388183593754,12.05768408203126,17.257976318359432,21.10985986328133,23.49996240234381,24.118436523437623,23.693586669921903,22.11921044921888,18.90163696289052,14.763656249999997,9.840361083984384,6.2256516113281295,5.93931372070313,5.7502023925781325,5.49980078125001,5.406088623046887,5.274704345703134,5.628388427734381,5.682343505859381,5.542840332031255,5.545840820312505,5.472900146484382,5.715604003906253,5.732785400390628,5.904574951171875,11.855394042968706,16.541216064453206,19.87297509765634,21.82268945312504,22.592304931640754,21.83654443359375,20.082738281250077,17.042727294921978,13.353022216796886,9.00994409179686,6.429615234375008,6.071790527343761,6.047804931640635,5.814557861328136,5.744145263671885,5.841420654296882
24.982338_121.43051,121.43051,24.982338,5.695749267578143,5.530984863281252,5.6230368652343925,5.445480224609396,5.458720458984392,5.53038061523439,5.80620703125001,5.612070068359388,6.872505859375019,8.958705810546885,10.994204101562486,11.522037109375017,13.151208251953136,12.943346923828145,11.977347167968768,10.620892089843752,8.947859863281261,7.009603027343752,6.283219970703134,6.223442138671881,5.9710458984375085,5.873357910156254,5.553300537109384,5.707491943359379,8.435986083984387,8.41618505859376,8.433168701171882,8.63661816406249,8.405421386718736,8.665528320312513,8.259958251953144,8.409682373046891,10.152035888671897,12.85783374023434,14.709297851562514,16.715227294921988,16.418543945312535,15.566399902343752,14.659902099609385,13.257059082031263,11.25403662109376,9.832372802734383,8.910932617187475,8.573370117187505,8.635877441406251,8.56766723632808,8.527254394531267,8.613842529296887,7.969153808593764,7.896401123046883,7.759502929687501,7.536998046875001,7.448458007812516,7.422248291015639,7.159466308593767,7.037404541015637,11.32809301757814,15.532360595703128,18.23212304687508,19.764132324218814,20.9739919433594,20.711081787109475,19.52122460937507,16.76149389648424,14.017386230468755,10.699119628906251,9.796753906250007,9.623686279296878,9.35412133789061,8.959163574218712,8.495646728515627,8.168814453125018,6.656160644531266,6.316991943359384,5.851388916015632,5.466509765625003,5.332572998046875,5.11231787109375,4.755663818359394,4.640116943359392,12.4351328125,17.158547607421962,19.930204833984316,21.57622827148449,22.771155029296917,22.87978906250001,21.459135986328214,19.21763818359383,15.354856933593764,11.459366210937516,10.008475097656252,9.498941406250012,9.02519018554688,8.466595214843752,7.623085693359378,7.0214509277343895,7.64382299804688,7.298060058593754,6.901275390625007,6.632779296875003,6.3413122558593935,6.049979003906251,5.8765158691406265,5.754230712890643,11.546590332031258,15.996553222656168,18.909240966797007,20.353274169921978,20.851346679687623,20.7773391113282,19.96533105468759,17.500950683593675,14.376431640625004,10.58730444335938,9.433481201171888,9.554871582031268,9.154438232421889,8.750385498046889,8.49200048828126,8.043218750000005
24.982422_121.45105,121.45105,24.982422,5.60995703125,5.441382812500003,5.502341552734396,5.365367187500001,5.424295410156268,5.605093750000012,5.7063327636718855,5.688997558593761,6.63782080078125,8.714867919921886,10.953532470703143,11.662045654296884,12.98653906250001,13.186480468750007,11.85748022460939,10.75964086914064,8.77895849609376,6.8001608886718765,6.106758789062508,5.991669677734381,5.8037485351562585,5.809893554687503,5.462673095703134,5.591023925781252,8.40282812500001,8.262394775390636,8.392898925781255,8.27845678710938,8.20516577148438,8.568117431640637,8.15575708007811,8.193257324218719,9.920543457031227,12.6903452148437,14.632266601562511,17.167250000000067,16.183966308593778,15.96622534179686,14.533106445312503,13.047599853515637,10.995297607421884,9.686573242187508,8.805763916015644,8.286308349609381,8.415622314453126,8.44873876953127,8.382612060546892,8.564042724609385,7.808656982421891,7.737935546875012,7.512265380859383,7.4434860839843795,7.194085449218755,7.04806860351563,6.821087402343756,6.839649414062502,10.997631347656236,15.372590087890629,17.741664062500035,19.60371484375008,20.764420410156287,20.18572290039069,18.91268212890628,16.293550781249994,13.668803466796884,10.357066406250002,9.373693603515637,9.225293945312506,9.012398437500003,8.58438696289063,8.220248779296881,8.027977050781251,6.220533203125011,5.856983398437508,5.4179758300781335,5.092063964843756,4.665977539062506,4.322216552734381,3.915000976562506,3.8877890625,11.637465087890607,16.847490478515667,19.61215234375013,21.397704101562628,22.563882080078173,22.61754174804688,21.234824462890725,18.929167724609464,15.170962890625011,11.12889135742189,9.647602294921878,8.978738769531269,8.447715820312517,8.044616455078138,7.379047607421888,6.688343261718763,7.35771215820314,7.068554443359386,6.7153989257812645,6.484040283203137,6.214858154296885,6.139253906250006,5.626080078125011,5.6169809570312585,11.394562744140638,15.857690917968752,18.711686279296767,20.093592773437614,20.831400390625014,20.47473901367196,19.59489770507821,17.181484130859307,14.00594702148438,10.209190429687506,9.043372558593765,9.117021484374996,8.781697753906268,8.467901367187515,8.214985107421889,7.76104101562501
24.982498_121.47162,121.47162,24.982498,5.401497558593753,5.331864990234378,5.199493164062502,5.2868369140625004,5.408255371093767,5.7354807128906335,5.62271582031251,5.704273437500008,6.372734130859375,8.673840087890632,10.535389404296836,11.162455810546888,12.510429443359389,12.494288085937516,11.114158691406251,10.314925292968766,8.320630859375012,6.505485595703125,5.809814208984382,5.658072265625006,5.550343994140632,5.7078269042968754,5.260688232421884,5.471343750000002,8.312095703125006,8.068456787109385,8.311567138671876,8.08384741210938,8.116974853515627,8.286497558593764,7.956498535156258,7.955687744140641,9.774106201171897,12.357974609375,14.644432128906256,16.589887939453153,16.101406494140633,15.730702148437498,14.121808837890631,12.54054418945314,10.77547583007813,9.491836914062503,8.609214843750017,8.218915771484376,8.25225683593752,8.260541748046892,8.126784423828141,8.290962890625009,7.881929687500016,7.958641113281261,7.64884863281251,7.613316406250004,7.425608886718757,7.283284667968757,7.144968017578132,7.118802246093753,10.899424804687502,15.178793701171877,17.55371118164068,19.65366723632826,20.535615478515684,19.52899560546878,18.172333007812632,15.987058837890585,13.274111083984382,10.09251123046871,8.962834228515636,8.901767333984381,8.733465332031255,8.38385473632813,8.012574218750007,7.956696533203126,6.430915283203139,5.947394775390639,5.620770019531267,5.318089355468765,4.995738281250017,4.615682128906268,4.299307617187517,4.259964355468765,11.385606445312517,16.520068603515632,19.20256860351573,21.05387963867199,22.10437402343753,22.11539697265638,20.959782958984487,18.60631494140635,14.949056152343758,10.823282226562512,9.285094970703128,8.642024414062455,8.252298339843769,7.925613769531265,7.356897949218765,6.781297363281264,7.296873535156268,7.137170166015641,6.941928466796891,6.633927978515639,6.32238256835939,6.289373535156259,5.92809545898439,5.861490234375013,11.467472900390636,15.680277343749998,18.30289819335951,19.614260498046978,20.44538476562502,20.180260253906354,19.076239257812578,16.811971191406197,13.525181640625004,9.929493164062505,8.592522949218766,8.679285644531255,8.39489550781249,8.181601318359393,8.053857177734391,7.540346435546891
24.982574_121.49216,121.49216,24.982574,6.1620065917968825,6.231363281250007,6.1087717285156335,6.261827148437503,6.494555419921894,6.781005615234387,6.730385498046888,6.7991367187500105,7.480732177734377,10.069194091796875,11.41498510742188,12.61816870117188,13.760381103515614,13.671778808593745,11.893812011718756,10.849676269531257,8.918884033203144,6.808151611328134,6.2943637695312615,6.281673339843759,6.217026123046884,6.480428222656252,6.006607421875015,6.2128793945312575,9.050444091796887,8.802880615234391,9.159976562500006,9.020284179687508,9.29788989257812,9.29181738281252,9.074651855468757,9.07424291992188,10.627759765625006,13.27959448242188,15.12831665039067,16.750168701171912,17.271738525390717,17.001808105468793,15.451434326171851,13.098733886718753,11.50726904296876,9.850611328125016,9.062439941406252,8.80899633789063,8.74730932617188,8.880455078125001,8.811925537109335,8.847696289062519,8.446125244140628,8.700037597656266,8.643145507812514,8.530651611328137,8.57138525390626,8.452477783203136,8.268492187500014,8.444170898437509,11.90938940429688,16.189906250000018,18.937523437500104,20.91133691406252,21.709989257812584,20.415967041015648,19.121654296875136,16.86294165039071,13.882613281250013,10.293855957031257,8.73434179687502,8.802399658203138,8.678969482421886,8.543891357421884,8.398693603515637,8.475281738281257,6.849802001953143,6.670053466796893,6.407161865234375,6.348957031250028,6.021669677734376,5.669952148437502,5.699134033203136,5.750944580078143,12.59642065429689,17.410604492187634,20.10831567382821,22.125078369140745,23.158899169921902,23.1826794433593,22.11845141601556,19.40379785156259,15.432405761718762,10.638649658203144,8.257417968750012,7.668638671875008,7.358951171875005,7.251496337890626,6.990469726562501,7.122709716796893,7.624817871093756,7.500604003906255,7.440805419921877,7.236933837890634,7.132212890625001,7.176859130859402,6.997078857421892,7.031163085937515,12.463442138671889,16.462298828125068,19.35319116210951,20.87534814453139,21.658172851562554,21.425653320312428,19.966620117187578,17.533784423828184,14.11754003906251,9.914703125000011,8.261680664062506,7.976502441406267,7.969037841796886,7.840157226562508,7.807548583984381,7.560475830078132
24.982628_121.512695,121.512695,24.982628,5.9516806640625175,6.328077148437511,6.05109106445314,6.229948486328133,6.658516601562519,6.75000463867189,6.5403317871093885,6.577930664062513,7.239904541015634,10.051302246093757,11.125805419921893,12.30733618164062,13.302562011718758,13.314091552734386,12.221896728515636,10.430793212890627,9.160547851562503,7.411680664062513,6.823013671875015,6.691497558593762,6.568310302734386,6.648470214843756,5.974693359375,6.079847167968766,8.710502685546881,8.688577636718753,8.956958984375014,8.958930419921884,9.192343505859377,9.44209204101564,9.363084472656263,9.038857177734378,10.14256323242189,12.93313574218752,15.248594726562503,16.872092529297014,17.529754882812554,16.037366699218747,15.155163330078144,12.84474877929684,11.746409667968768,10.434887451171893,9.502637695312506,9.17581640625001,9.001413330078138,9.067741455078131,9.120505126953129,8.882994140625003,8.66750830078126,8.863344482421892,8.838901123046886,8.32840795898439,8.283007568359384,8.04524267578126,7.822937988281262,7.637089599609385,11.779810546875003,16.181500488281277,18.45944848632824,20.896390625000084,21.37247827148447,19.94781640625002,18.680796142578256,16.930036376953044,14.034048828125002,10.91255346679689,9.850339111328127,9.845929931640642,9.627652343750016,9.457909912109386,9.127615722656262,8.998615478515633,7.846803955078131,7.317989257812504,7.015883056640636,6.817768310546893,6.219604248046877,6.008754638671898,5.701822265625018,5.1783347167968765,12.492204345703136,17.174587646484415,20.13363427734376,22.018839355468764,22.955334716796937,23.13406030273441,22.04786645507816,19.44731713867201,15.853558105468752,11.57079443359376,10.044653076171842,9.700341552734386,9.42446508789063,8.985026611328143,8.428710693359394,8.147941650390637,7.915153564453136,7.619024414062509,7.429019531250005,7.272948974609377,7.050395263671876,6.966868652343767,7.012399658203138,7.017492431640629,12.186736816406269,15.860746826171871,18.98746606445313,20.71347558593753,21.433481689453217,21.14686181640627,19.859454589843875,17.48236791992185,14.179769042968752,10.279540771484385,9.351725830078138,9.128499511718758,9.014326660156232,8.66888281250002,8.502023681640638,8.00339575195314
24.98272_121.533264,121.533264,24.98272,5.544472412109383,5.816672119140626,5.790406250000001,5.933554443359392,5.996656250000011,6.176554931640632,6.035726074218757,5.887613281250007,6.999393066406266,9.621230224609391,11.337574218750014,12.11623754882813,13.069378417968762,13.03714575195314,12.172427734375011,10.269605468750006,9.061008056640633,7.136514648437518,6.47036962890625,6.212933105468751,6.281371826171893,5.934126953125007,5.647398437500008,5.661861328125004,8.117227539062519,8.226246093750014,8.295134033203134,8.109041503906257,8.332040771484378,8.397034667968768,8.742120117187506,8.458616699218764,10.22050512695314,13.239107421875012,15.406892333984349,17.10175683593752,16.972239013672006,16.50865502929692,14.800087646484378,12.453838867187509,11.824446777343766,10.211370361328123,9.151824707031263,9.005469726562515,8.795287841796894,8.77924291992189,8.767553466796885,8.654316162109383,8.290555175781265,8.484242919921877,8.182223876953126,7.897900146484376,7.835745605468767,7.627320312500017,7.389780029296893,7.251006835937518,11.78251440429688,16.362335449218804,18.654985595703128,20.500207763671902,20.923784423828167,19.84967187500002,18.15789208984382,16.41847509765611,13.826373046875004,10.734256347656268,9.70343481445313,9.57458959960936,9.347250732421893,9.24917211914064,8.954656738281265,8.719382080078137,7.246062988281268,6.629355224609392,6.406962646484387,6.022834228515639,5.672840332031263,5.458432373046883,4.884440673828137,4.743956054687513,12.054026855468768,17.122533203125034,20.01080883789056,21.99805810546877,22.863364501953185,22.88475610351564,21.77344506835938,19.22273339843761,15.615779785156256,11.33646459960939,9.784676269531252,9.419751953125015,9.145729736328134,8.722544921875002,8.186351074218752,7.688270996093771,7.5096945800781425,7.313826660156265,7.118040527343763,6.769676269531261,6.412577880859387,6.22094091796876,6.215721191406256,6.171019287109395,11.976300537109374,16.12744287109377,19.107987304687537,20.69398706054692,21.47813378906261,20.912057861328087,19.59016259765636,17.31664526367184,14.017922119140628,10.06542578125001,9.269849609375012,8.872947753906262,8.736099609375005,8.371489013671878,8.013843261718748,7.637238281250003
24.982765_121.5538,121.5538,24.982765,5.31254492187501,5.349168457031259,5.490088867187503,5.661957275390651,5.453226074218758,5.580102294921891,5.461149658203127,5.440031494140643,6.681285644531264,9.22835668945312,11.048139404296892,12.356001953125016,13.553230224609374,13.164920410156256,12.143121093750006,10.208698974609376,8.850959228515629,6.838653320312518,6.006969970703131,5.757934326171882,5.730188964843754,5.463714355468757,5.402746337890634,5.500909179687505,8.02942724609377,7.930402587890641,7.84397924804689,7.742858642578137,7.879540771484385,7.832779296875009,7.9330344238281265,8.072184814453127,10.228462890625014,13.125268310546886,15.666982666015617,17.26397485351571,17.289035888671943,16.6318300781251,15.381725830078132,13.704184326171893,11.706329101562511,9.985940917968737,9.045411132812513,8.931081298828138,8.627309326171893,8.53552099609377,8.473179687500016,8.415784667968762,7.978554443359394,8.066257080078136,7.746703857421887,7.660652832031258,7.470156005859381,7.304180664062506,6.963316406250008,6.913522705078132,11.69629492187501,16.38959252929693,19.028962646484477,21.014751220703108,20.683849121093807,19.8464406738282,18.01365502929698,16.231917480468635,13.654118408203107,10.627952636718762,9.39903295898438,9.148140625000003,8.967384521484371,8.782148193359376,8.6044345703125,8.27760595703127,6.761152099609391,6.146542724609394,5.898204101562517,5.480990722656273,5.090331787109393,4.698415283203143,4.455463623046893,4.416454833984392,11.826500000000012,17.211437011718807,19.89697290039064,22.00126489257819,22.81941186523449,22.81151635742194,21.65574975585942,18.94517114257826,15.347280029296876,10.935606445312514,9.238121093750006,8.787300781250003,8.529865478515644,7.978508056640641,7.581901611328141,7.056631835937517,7.129863037109376,7.03324584960938,6.7809353027343855,6.644224609375018,6.343906005859375,6.112630371093752,6.034951660156263,5.941377929687516,11.69743505859376,16.29861840820317,19.04438867187508,20.702892089843846,21.499002929687517,20.660981689453145,19.34284448242201,17.16639404296877,13.813481689453116,10.041554931640627,8.92954199218751,8.532485107421886,8.402833007812507,8.077579101562506,7.810524658203128,7.463583740234376
24.982841_121.57434,121.57434,24.982841,5.067732910156255,5.028239501953132,5.213270751953136,5.282514404296891,4.983368164062507,5.121796630859392,4.979432128906251,5.128641113281268,6.378844970703143,8.546191162109379,10.735927490234385,12.252764648437504,13.557674804687483,13.08465112304687,12.059966796875011,9.61529394531252,8.32475463867187,6.134794677734393,5.535040039062504,5.274100097656256,5.317947753906254,5.243902343750004,5.202726806640627,5.284853271484376,7.871734375000012,7.683025878906261,7.687624267578136,7.753317626953131,7.741852783203131,7.54288183593751,7.554098876953131,7.727129882812503,10.176108154296882,13.233611816406269,15.93183129882812,17.713565917968857,17.863133789062612,16.65112695312507,16.171363769531254,14.040600341796893,11.69834887695309,9.437599853515644,8.870085205078128,8.637941650390632,8.335307373046888,8.151777099609392,8.160735839843763,8.099379638671886,7.935160888671892,7.886969970703139,7.658128417968764,7.638932861328134,7.501575683593757,7.169262451171886,7.003143066406262,6.984520019531261,11.525507568359386,16.447430664062523,19.29973779296882,20.78092919921882,20.29178491210949,20.046471191406315,18.214327636718853,16.071755126953104,13.714646972656254,10.4276865234375,8.967370117187457,8.637270263671876,8.445650390625001,8.317422851562503,8.273254150390628,8.06758203124998,6.51078588867188,6.111600097656258,5.844957031250009,5.424626220703135,5.3948129882812585,5.007218994140634,4.915995849609382,4.761956542968755,11.72967016601564,17.429240966796858,20.1983530273437,22.16063134765629,22.90179345703134,22.692953125000017,21.57211083984376,18.592174316406307,14.91075170898439,10.625975097656251,8.52233374023438,8.096175292968756,7.882303222656252,7.408300537109379,7.084434570312506,6.659485839843756,6.738584960937502,6.537342285156252,6.520234130859376,6.367678710937504,6.176156982421877,5.968918212890629,6.004230712890627,5.896762451171875,11.930075439453129,16.534223876953153,19.289867187500057,20.85070458984383,21.414792724609494,20.491278320312617,19.344759765625103,16.62164453125002,13.438753417968762,9.70328588867189,8.333846191406256,7.960226806640631,7.836592773437505,7.56770239257813,7.314797119140628,7.132587158203134
24.98288_121.59488,121.59488,24.98288,5.051128906250011,4.956795410156263,5.227793945312507,5.346148437500003,5.169557861328131,5.300226806640629,5.217247070312506,5.373562988281253,6.388876708984381,8.465954345703137,10.83132421875001,11.99011376953124,13.027981201171867,12.79785620117189,11.43463842773438,9.336689208984378,7.671406005859388,5.792089599609379,5.079649414062513,5.065224365234388,5.159395507812511,5.21697363281251,5.255715087890633,5.212958740234384,8.037902587890644,7.923555664062516,7.96757543945314,8.036918701171887,7.855647949218764,7.808539794921889,7.75590551757814,7.890359863281263,10.061312988281212,13.272266601562505,15.615291992187483,18.012300048828262,17.497270751953167,16.247057128906253,15.956540771484358,13.826814941406251,11.445093750000003,9.134280761718756,8.643876708984385,8.461395019531263,8.18362158203127,7.971517089843751,7.959884277343752,7.894859375,7.848897460937507,7.76736791992188,7.858826660156251,7.78577001953125,7.707665527343776,7.500274414062502,7.451221679687502,7.5471518554687504,11.747648681640644,16.848557373046912,19.728338867187617,21.15868066406263,20.68524682617191,20.97223168945319,18.838238769531312,16.400067382812523,13.843032714843716,10.194130615234378,8.397216552734383,8.082654785156262,7.966531738281263,7.886207031250014,7.889423583984388,7.889948486328135,6.005940917968752,5.764898437500004,5.56325659179688,5.479446777343754,5.533281005859378,5.430826171875002,5.444023193359375,5.437935546875019,12.004891113281252,17.77716210937502,20.90617822265634,23.21187402343756,23.88100610351573,23.2167751464845,22.05705468750012,18.824902587890765,14.954405273437509,10.122586425781254,7.140893310546891,6.960329345703141,6.918267578125016,6.486810302734397,6.3561728515625004,6.083831542968752,6.294498046875016,6.283857177734391,6.420040039062514,6.285754150390639,6.221695312500015,6.235550292968765,6.252100585937515,6.283924316406263,12.014382080078134,16.648817382812528,19.86198022460951,21.57654565429692,22.00315087890633,21.12236352539071,19.819233642578176,16.814471679687585,13.261530517578136,9.33552709960939,7.338985351562514,7.074008544921891,6.939291748046892,6.6651816406250175,6.532554687500016,6.617582763671888
