,lon,lat,Time-2011-0,Time-2011-1,Time-2011-2,Time-2011-3,Time-2011-4,Time-2011-5,Time-2011-6,Time-2011-7,Time-2011-8,Time-2011-9,Time-2011-10,Time-2011-11,Time-2011-12,Time-2011-13,Time-2011-14,Time-2011-15,Time-2011-16,Time-2011-17,Time-2011-18,Time-2011-19,Time-2011-20,Time-2011-21,Time-2011-22,Time-2011-23,Time-2012-0,Time-2012-1,Time-2012-2,Time-2012-3,Time-2012-4,Time-2012-5,Time-2012-6,Time-2012-7,Time-2012-8,Time-2012-9,Time-2012-10,Time-2012-11,Time-2012-12,Time-2012-13,Time-2012-14,Time-2012-15,Time-2012-16,Time-2012-17,Time-2012-18,Time-2012-19,Time-2012-20,Time-2012-21,Time-2012-22,Time-2012-23,Time-2013-0,Time-2013-1,Time-2013-2,Time-2013-3,Time-2013-4,Time-2013-5,Time-2013-6,Time-2013-7,Time-2013-8,Time-2013-9,Time-2013-10,Time-2013-11,Time-2013-12,Time-2013-13,Time-2013-14,Time-2013-15,Time-2013-16,Time-2013-17,Time-2013-18,Time-2013-19,Time-2013-20,Time-2013-21,Time-2013-22,Time-2013-23,Time-2014-0,Time-2014-1,Time-2014-2,Time-2014-3,Time-2014-4,Time-2014-5,Time-2014-6,Time-2014-7,Time-2014-8,Time-2014-9,Time-2014-10,Time-2014-11,Time-2014-12,Time-2014-13,Time-2014-14,Time-2014-15,Time-2014-16,Time-2014-17,Time-2014-18,Time-2014-19,Time-2014-20,Time-2014-21,Time-2014-22,Time-2014-23
25.07576-121.51233,121.51233,25.07576,24.78628149414056,24.771382812499947,24.573700927734325,24.41014990234371,24.261246093749968,24.09430517578122,25.56831396484364,31.233541503906267,37.65618432617178,42.16854516601548,44.40690942382797,44.33073754882797,43.01064770507816,42.997527099609215,42.40503442382799,40.11648486328127,36.98259545898426,32.94892724609367,28.570173095703083,25.88826269531244,25.46446142578117,25.273360351562424,25.054313720703043,24.94850195312493,25.003647216796764,24.896708740234285,24.7794235839843,24.505962890624915,24.358973144531177,24.13324316406242,25.62581640625,30.5779885253906,35.73249169921874,39.99225610351557,42.7577402343751,44.02135034179677,42.68085717773426,43.746012207031136,43.38140893554681,40.8476528320312,37.663225341796775,33.514813476562324,29.19733740234366,26.5959714355468,26.11056494140616,25.751462158203022,25.365778564453013,25.10897192382801,24.85449804687493,24.66742651367181,24.613201660156204,24.388714355468704,24.11548925781245,23.82116308593743,25.13323950195311,30.94255151367199,36.59754541015618,41.44239331054701,44.54984790039075,43.81894555664058,40.7878542480467,41.25511254882798,41.23356103515624,40.02772363281247,37.76479150390613,33.87274804687495,28.509196533203077,25.96283300781242,25.61513403320304,25.404106201171796,25.2327927246093,25.044897216796805,25.53137792968743,25.32057226562493,25.125231689453063,24.994709228515568,24.93914038085933,24.738238281249934,26.210936035156116,31.719750000000104,37.782828613281126,42.01463159179674,44.01672631835925,43.47976708984368,42.2845327148436,43.36445214843733,43.1187319335936,42.24668847656241,38.88800317382805,34.89317651367172,30.13386816406248,27.29101049804684,26.75624731445308,26.361286376953068,26.08059545898432,25.78701391601556
25.075829-121.5329,121.5329,25.075829,24.61645727539054,24.557114013671804,24.460296386718696,24.22837255859369,24.085185302734324,23.882129882812443,25.29297900390633,31.08633081054688,37.5266042480468,42.04677880859361,44.26825585937485,45.60964013671873,43.408133789062425,43.5117861328124,42.887723632812445,41.249490234375045,37.58558496093747,33.33835473632798,28.645107177734342,25.666171630859296,25.26928808593741,25.095541748046788,24.91029882812491,24.823957275390544,24.722881835937372,24.64956274414052,24.54980444335928,24.322499755859283,24.085479492187407,23.817044433593647,25.489595703124994,30.415661865234515,35.58953515625,39.85674707031245,42.39995874023423,44.1445278320311,42.28112573242182,43.91941943359396,42.712188964843584,40.30547265624983,36.940363525390666,33.07924340820301,29.03110693359365,26.356558593749916,25.814052490234268,25.41618139648425,25.06258276367175,24.831391357421747,24.72174414062492,24.55035864257805,24.458240722656196,24.18130102539056,23.974524902343685,23.6843308105468,25.08483862304686,30.87558496093761,36.525503173828056,41.21461816406234,43.92849999999992,45.84203881835932,43.22935937499994,42.73773217773436,42.43661035156246,41.14726708984369,39.077166992187344,34.340448242187364,28.44396948242182,25.82374243164054,25.45442602539053,25.256459716796783,25.10975439453117,24.934249023437424,25.42843115234368,25.150109619140547,25.01307836914056,24.84834448242181,24.77717016601557,24.565597900390557,26.08150976562486,31.66527734375011,37.53109277343741,42.16757153320331,43.90945703124987,44.03168725585948,42.25872583007797,43.645780273437445,43.32266259765623,41.98918359374995,38.52268823242184,34.542203613281146,29.948827880859344,27.105634521484333,26.565265869140568,26.175340332031183,25.90210668945306,25.63311254882805
25.075897-121.55347,121.55347,25.075897,24.45700048828116,24.36970312499992,24.307787841796813,24.02320898437493,23.911904052734315,23.67034521484368,25.18241870117195,31.20867333984378,37.73329003906237,42.30388208007812,44.65420922851559,45.49530908203124,42.698296142578,43.700814941406456,42.67454248046872,42.3352529296875,39.46629589843751,34.23459741210927,28.33520117187493,25.48956396484366,25.0558554687499,24.91578100585928,24.741789306640527,24.65163183593741,24.501088623046744,24.440341552734257,24.3443271484374,24.09498876953115,23.79025732421864,23.549859374999883,25.33492163085937,30.35764794921889,35.568633056640614,39.80647607421869,42.22012597656237,43.4563820800781,42.20158715820307,43.38474023437491,42.00175439453121,39.773857666015545,36.28003442382804,32.59422631835932,28.796310791015514,26.083006347656152,25.53125341796863,25.130483154296744,24.83339453124987,24.633158935546746,24.604107421874915,24.376985839843663,24.224045166015557,23.993034423828043,23.90289160156244,23.5585983886718,25.14901660156256,30.770600830078223,36.44511743164057,41.23653222656233,43.56594873046873,44.49116723632813,42.83166137695326,43.3214748535155,43.20659179687504,41.1269558105468,40.73985009765617,33.889748779296816,28.422894042968704,25.68969824218741,25.26625341796865,25.11802099609365,25.00406103515617,24.891087402343675,25.2907761230468,25.004144042968672,24.880773681640555,24.685715087890557,24.562770751953057,24.332144531249916,25.979794677734237,31.64886010742199,37.69455346679674,42.22193139648437,43.86159570312487,43.527420898437406,42.14034448242174,42.95503686523426,43.14796972656253,41.3857485351561,38.05473779296859,34.10356103515621,29.65503881835932,26.908234619140572,26.36529272460931,25.959324707031172,25.719091552734305,25.4910935058593
25.075958-121.574005,121.574005,25.075958,24.42042089843741,24.32995947265617,24.312092041015568,24.01916113281243,23.88970922851557,23.64967749023432,25.292096923828005,31.38542871093756,37.398723388671804,42.07104516601546,44.47127099609374,44.58319726562495,42.77399682617171,43.1712001953124,42.36599999999982,41.40515283203123,39.117265869140525,33.22515771484364,28.25166235351555,25.46370703124992,24.981617187499904,24.847707275390533,24.69824194335928,24.57861303710928,24.44037084960925,24.31512792968738,24.24865454101552,23.98184790039052,23.68867163085925,23.429068359374877,25.14306127929684,30.345654541015765,35.64735253906247,39.84137109374993,42.27452416992172,42.5239125976562,41.8223259277344,42.35141381835929,41.29099389648427,39.04451440429671,36.01929711914056,32.33767114257809,28.38894360351568,25.92434545898428,25.40122900390613,25.0200314941405,24.743053955078,24.578962158203005,24.560904296874916,24.282948974609283,24.105816406249915,23.983310302734296,23.92175268554682,23.59783544921868,25.32265478515613,30.76084375000009,36.49897119140619,41.1659926757811,43.27922509765609,42.97578881835926,40.68917016601545,42.36974511718736,42.47701440429684,40.436734863281096,39.46857812499998,33.5371669921875,28.2557419433593,25.615022949218663,25.20944189453116,25.07586767578116,24.97407324218742,24.85137426757805,25.231613525390557,24.97783911132805,24.82209936523431,24.61511816406243,24.515794433593683,24.25239111328116,25.989347900390488,31.820019775390765,38.14465356445311,42.198448974609455,44.00897119140609,43.02740258789062,41.31315722656271,42.16674829101546,42.50949365234367,41.14911645507802,37.66000024414053,33.841347900390616,29.613627685546824,26.826468261718706,26.25129980468744,25.8316696777343,25.61591162109368,25.436386474609304
25.07602-121.594574,121.594574,25.07602,24.19014379882803,24.103445800781163,24.12940283203119,24.033307861328083,23.820906738281213,23.46535131835932,25.29095434570303,31.37809716796882,37.37517602539055,41.7875588378905,44.90320825195301,45.351443115234346,41.56998559570297,42.0299648437499,42.13030786132797,40.95390771484359,37.58942529296874,32.94730981445304,28.068901123046796,25.340123046874925,24.793874267578037,24.5778281249999,24.4468369140624,24.32203955078115,24.295038818359263,24.137934326171763,24.029161132812398,23.76284155273426,23.47824072265612,23.21735449218736,24.97627050781246,30.277285400390767,36.09799584960924,40.61552270507809,42.86600244140616,42.78149560546863,40.82952783203124,41.486028076171735,40.65798974609373,38.63607080078112,35.93338525390616,32.1872219238281,28.093671142578128,25.69709204101553,25.140608886718635,24.81879980468738,24.519695800781125,24.37390478515613,24.322000488281155,23.98700537109364,23.83302709960928,23.71540380859366,23.53315405273429,23.385673583984293,25.28004614257802,31.011782470703267,37.543814941406175,42.42762109374999,44.25815942382796,42.83379052734364,40.11755029296865,40.8496059570312,41.54406640624994,40.63304345703125,38.137433105468574,33.14465112304672,28.288531249999934,25.51614965820305,25.04791479492179,24.84932470703116,24.70904638671866,24.532094482421783,24.95737036132805,24.758456787109296,24.5930319824218,24.388339599609296,24.30864965820305,24.12238745117179,25.89081884765612,32.25698022460934,38.815385986327975,42.35545068359372,44.31777124023435,43.15711328124994,41.82750390624989,41.11070800781269,42.18569116210935,40.877773681640576,37.55072778320302,33.742534423828104,29.452239746093696,26.631308349609327,26.012184814453065,25.563134521484297,25.339745849609297,25.16227514648429
25.076073-121.61514,121.61514,25.076073,24.01844335937491,23.94270117187492,23.96582006835932,23.88477026367184,23.66272558593747,23.384809326171837,25.27991308593743,31.022191406250037,37.04360253906247,41.41120385742181,44.73349877929677,45.619059082031136,42.021123291015535,41.15767358398421,41.72605004882803,40.64367211914048,36.94314721679675,32.953287597656136,27.944909423828047,25.1461228027343,24.6980222167968,24.395791992187405,24.26876806640616,24.15976904296865,24.07483374023426,23.94849218749989,23.870278076171772,23.670519775390524,23.45630468749989,23.230890869140516,25.030071777343743,30.094725585937628,35.99281152343737,40.69061181640619,43.08733911132797,42.724797607421735,39.8670424804687,40.26925317382798,40.16777612304671,38.513849121093614,35.902873779296755,32.18762475585937,27.91498486328129,25.482156738281155,24.91281591796864,24.64929663085926,24.38731298828113,24.21582495117176,24.115590576171783,23.682344726562377,23.70014624023429,23.462930664062405,23.381308349609288,23.346473144531185,25.076258300781134,31.44195947265632,38.53911889648428,42.861235595703015,44.486697021484346,41.93255517578109,39.39732690429687,39.71769189453119,40.82177026367175,40.32936547851546,37.39033837890619,33.229938232421944,28.34038549804683,25.453631347656188,24.925878662109305,24.68667822265617,24.54071386718742,24.260679687499906,24.75621923828117,24.58063208007805,24.45587744140618,24.241846679687427,24.267018798828072,24.05694189453118,25.92749975585928,32.22646386718748,38.88037255859358,42.16124169921875,44.124538818359376,42.67737060546882,40.82304467773423,41.551848388671765,41.77210473632796,40.36895898437483,37.57138330078112,33.659477783203094,29.35316137695308,26.4264633789062,25.80175634765619,25.3659714355468,25.164820312499927,24.94770605468742
25.076134-121.63571,121.63571,25.076134,24.02742041015618,23.95398779296869,23.956028808593715,23.83028784179685,23.6425754394531,23.4232150878906,25.252795166015563,30.790416015625,36.692667480468586,41.36988183593744,44.793774658203,45.21062768554683,40.8678103027343,40.87433984374988,41.35007836914061,40.54857934570298,36.78100366210927,33.15998071289047,27.997300781249933,25.10835302734368,24.67126074218743,24.444432128906172,24.333034423828057,24.199366210937427,23.955134033203013,23.90778540039053,23.813639892578035,23.687522949218668,23.513968261718663,23.29632666015616,25.083992431640706,30.120331054687632,36.02945581054673,40.62032739257808,42.72903833007804,42.17022241210933,39.97449487304677,40.32237451171875,40.04135278320295,38.629363037109215,36.00113671874985,32.20252099609375,27.974396728515497,25.355020507812405,24.812282470703018,24.593726562499896,24.352933105468647,24.172635253906147,23.95465185546866,23.607275146484263,23.6058493652343,23.40210302734367,23.404324707031183,23.375540527343706,24.9516721191405,31.944339843749965,38.86626123046859,42.830777832031146,44.00986962890613,41.01876367187507,39.61341821289054,39.6174636230468,40.45898339843744,40.19778588867175,36.99775708007827,33.08844873046859,28.314301513671825,25.341669677734306,24.918506835937443,24.646570800781177,24.410567382812424,24.14489843749991,24.76569555664057,24.5592954101562,24.47803930664058,24.2783920898437,24.3366672363281,24.095795654296825,26.152190917968696,31.82969042968748,38.511808105468646,42.104365478515696,43.8997768554686,41.93085351562495,40.37763696289055,40.837821289062326,41.56354150390612,40.06474999999988,37.487468505859255,33.55215478515623,29.176552490234315,26.33179785156245,25.741963867187447,25.36507910156244,25.114113525390565,24.92074316406244
25.094086-121.42999,121.42999,25.094086,22.306573242187383,22.03133154296862,21.86397070312486,21.63493627929673,21.463377441406116,21.32056616210924,23.65548925781249,31.45788354492188,36.88847070312492,41.36660791015613,43.82268334960936,41.87346948242178,40.048696533203056,40.55966943359375,40.505508056640586,39.717009521484215,36.73383325195307,33.07530541992182,27.655841552734408,24.337358154296847,23.803451904296843,23.48280981445308,23.080907958984305,22.64149877929678,23.02895117187491,22.84922705078117,22.5891159667968,22.06384619140613,21.97137915039051,21.705923828124877,23.96092871093749,30.0041530761719,35.311941162109306,39.70178247070301,41.9297194824217,42.972989746093695,42.92843164062486,44.27850292968768,45.19242456054685,43.91047143554686,38.66039453124991,33.225580078124864,28.70076147460947,24.95007299804682,24.597073730468725,24.204574951171843,23.85068212890621,23.4715073242187,22.247251953124863,22.098174804687368,21.77173217773444,21.62626904296881,21.57785986328112,21.580013183593643,23.848926757812364,30.88138940429693,35.858156982421846,40.32827172851554,43.80075341796857,40.00227807617171,37.96458520507798,37.94288598632824,38.61765161132798,38.04383081054677,36.355521484374925,32.74422631835934,27.89979467773426,24.477248291015588,23.76012548828117,23.402190917968657,22.96943823242177,22.454892333984237,23.871567138671843,23.64575659179684,23.31726293945308,23.01508276367181,22.824935058593677,22.769245361328068,24.9883603515624,31.879836669921943,36.91372949218742,40.75729272460936,42.85553613281245,42.01626855468732,40.90549829101551,42.19561987304708,42.46209741210931,41.49549829101549,38.78049340820303,34.71560620117206,29.11960424804677,25.5267502441406,24.979811767578088,24.645899414062463,24.46998999023436,24.149869140624972
25.09417-121.45056,121.45056,25.09417,24.18101416015617,23.99603613281242,23.810579589843663,23.55616430664054,23.31435156249991,23.20618994140617,25.10109228515615,31.890200439453267,37.87307397460923,42.62641992187496,43.41273754882813,41.04313403320325,40.08134057617176,39.59253930664061,40.91882226562489,39.79024072265624,37.49897363281248,34.19040795898427,28.473844970703105,25.698204101562457,25.254721435546827,25.03880957031245,24.850628417968704,24.518410400390565,24.750938476562418,24.59887426757806,24.364773925781183,24.058456787109304,23.8371921386718,23.5862155761718,25.256003173828216,30.47918359375,36.1115078124999,40.50139062499985,42.39572534179674,42.827103515624906,42.36784326171866,44.12174340820312,44.91659448242186,44.25074365234363,38.75975488281239,34.02744042968741,29.505231689453083,26.52536718749993,25.98817480468743,25.6628366699218,25.3757370605468,25.095118164062427,24.19763037109365,23.953774169921772,23.685086425781147,23.60920263671866,23.46615820312492,23.46430395507807,25.428738769531183,31.21984887695314,36.265343994140736,41.44766406250017,43.968620849609295,39.731595703124846,37.66900048828112,38.12149072265618,38.83892968749998,38.421068359375,36.80346923828132,33.680730224609334,28.698743652343747,25.815833496093685,25.501430419921807,25.19532812499993,24.784537109374916,24.518777832031155,25.32679418945308,25.0687778320312,24.821991943359325,24.55013891601557,24.37786474609368,24.24517431640618,26.07301733398428,32.106729980468735,37.26820092773435,41.50179467773434,43.00346337890611,41.89222070312499,40.452274414062416,41.81421289062487,42.32726953124994,41.70766015624999,39.257595458984376,35.28002343749991,29.923627685546872,27.01795019531247,26.42381933593745,26.1335043945312,25.8246567382812,25.522919677734325
25.094246-121.47113,121.47113,25.094246,24.556791748046816,24.4538071289062,24.296307128906204,24.0235092773437,23.866781982421827,23.794938720703097,25.639026855468693,31.61827416992196,37.6074147949218,43.0878322753905,43.530544677734376,41.10556176757795,39.97308251953119,39.91880517578122,41.079009033203015,39.50256616210925,37.04517968749987,33.24958764648424,28.258708251953077,25.73651098632807,25.327989257812437,25.090429443359305,24.94300024414056,24.76307104492182,24.935646728515525,24.815270751953047,24.581506103515547,24.389379638671805,24.133689941406168,23.975947021484306,25.27330908203121,30.46625878906264,36.02914453124993,40.098000732421816,42.67679101562482,42.78158837890617,42.22771752929683,43.41373315429683,44.22999902343744,43.48151147460924,38.256981201171925,33.736003662109354,29.353661865234297,26.74878637695306,26.252923339843672,25.82618383789054,25.506755126953035,25.21606420898428,24.56538061523429,24.38020117187492,24.26562231445306,24.054285644531177,24.091261962890588,23.90614111328121,25.24708837890611,31.006854492187625,36.11927026367172,41.086748291015525,45.35963403320299,40.63908349609366,38.01268090820298,38.29985253906245,39.44116967773427,38.772475830078086,36.68318139648424,34.03008569335928,28.668790039062475,25.89424169921868,25.59726293945305,25.307894042968663,24.95699072265616,24.784048828124916,25.33691992187493,25.095688232421804,24.8646384277343,24.613628906249915,24.5273679199218,24.391084960937416,26.14808203124987,31.670929199218843,37.232451416015614,41.528139892578096,43.40404077148437,42.69089257812486,40.59406762695305,41.596831298828064,42.16308374023437,41.37757714843737,39.057499023437366,35.08490014648436,29.957731689453105,27.19165624999997,26.647024902343706,26.25546118164057,25.930224365234317,25.63185278320306
25.094315-121.4917,121.4917,25.094315,24.70953100585931,24.681265624999952,24.516136230468707,24.31845556640621,24.181493896484344,23.98888769531247,25.677604736328043,31.218586669921887,37.38778955078122,42.49982568359374,44.44515039062483,41.58311425781246,40.20922021484368,40.38944848632804,41.19131494140613,39.41254174804679,36.31591552734381,32.87745263671868,28.31161352539057,25.891744140624947,25.48518652343744,25.245215820312435,25.044052490234304,24.94533178710932,25.03516210937489,24.92053442382804,24.78271093749993,24.50189550781242,24.27021337890616,24.027342285156152,25.24231665039056,30.370020996093864,35.78831933593749,39.87077783203124,42.92386010742185,43.38288842773449,42.45324853515618,43.06989770507795,43.73473535156237,42.5586928710936,38.26356372070318,33.473419433593584,29.279041503906157,26.76564184570306,26.23617773437492,25.85608984374991,25.528715576171777,25.229610351562396,24.761100830078043,24.57893286132805,24.5358383789062,24.30352636718744,24.199668945312457,23.92529150390619,25.159646972656237,30.82143090820321,36.07050195312485,41.03133569335929,45.12440454101554,41.45489526367186,38.49151879882795,39.322923828125,39.96152978515608,39.27853051757803,36.808432861328,34.16843408203115,28.869223388671863,25.986557373046804,25.69621069335929,25.415091308593663,25.10610083007804,24.94275122070304,25.3704978027343,25.154270996093675,24.940464843749925,24.737093261718663,24.71594946289056,24.55805883789055,26.191221679687363,31.44287133789068,37.20769067382812,41.3331899414064,43.62928857421871,43.06909643554694,41.98444604492176,42.1748110351561,42.07362939453108,41.25133081054677,39.07012841796864,34.863055664062344,29.95045385742184,27.276657470703093,26.74726538085933,26.313871826171816,26.004626220703063,25.682836669921805
25.094383-121.51227,121.51227,25.094383,24.72077856445305,24.67835302734369,24.476243652343683,24.264880126953063,24.136821044921824,23.981293701171825,25.36894433593758,31.042612548828256,37.70431909179679,42.45143164062502,44.42070458984359,42.47007128906255,41.17372216796871,41.9639064941408,41.59777612304687,39.54490991210927,36.32202270507827,32.9593728027343,28.53046850585933,25.96209692382807,25.51179663085931,25.298570312499933,25.032514404296798,24.92848242187493,24.901115478515504,24.794949707031147,24.685844482421796,24.391163085937404,24.090243896484257,23.839224609374877,25.10809423828116,30.426898437500125,35.74713891601562,40.09854028320306,42.84336328124999,43.49627465820312,42.42952539062493,43.74461083984362,43.62917138671863,41.73106713867187,38.03327294921859,33.78652978515623,29.29384497070304,26.634140380859304,26.094462646484285,25.74378271484365,25.342574218749885,25.035381835937372,24.774040283203043,24.56481298828117,24.51159521484369,24.26531713867181,24.017503417968683,23.75450048828117,25.041905273437465,30.85359765625009,36.39283105468749,41.39833398437485,45.47780175781234,42.11328271484363,39.51839746093736,40.55940576171874,40.88930810546861,39.72803735351546,37.23921899414045,33.90022119140622,28.794278320312475,26.0050192871093,25.64004614257804,25.363208984374904,25.156902832031165,24.968162597656168,25.40167700195305,25.1711472167968,24.99884619140618,24.795311035156168,24.779019531249936,24.56388647460929,26.10049462890628,31.27759179687503,37.29905419921872,41.71584130859368,43.83613671874991,43.7501955566405,42.05445336914051,42.8901296386718,42.29859155273437,42.02069726562495,38.87685205078118,34.72500878906237,30.08270239257811,27.254124511718715,26.726105712890572,26.250027832031183,25.94335668945306,25.663671630859305
25.094452-121.53281,121.53281,25.094452,24.39724584960928,24.32583837890617,24.135336669921788,23.86017919921866,23.71452124023429,23.536653808593663,24.984699462890607,30.921764160156386,37.66531274414052,42.05986474609359,43.7237966308593,43.50412622070308,41.03459497070307,43.53029321289046,42.51364526367184,40.67740136718737,37.32185693359374,33.03903955078115,28.7155185546875,25.66370214843743,25.15248754882804,24.94733862304679,24.725269531249904,24.623454345703035,24.432492431640483,24.29566381835924,24.19702490234363,23.94994238281237,23.551249023437517,23.30145483398437,24.70479833984364,30.239897705078253,35.47801562500007,39.9425075683593,42.44042944335943,43.63718041992179,42.28640405273428,43.528763671874856,43.03923486328119,41.05908471679675,37.01698876953123,33.26439355468734,28.973979248046785,26.19740942382804,25.63008154296864,25.259441894531125,24.81423681640611,24.564091796875104,24.469410156249904,24.247782958984285,24.101177734374915,23.859415039062405,23.71253515624991,23.42255590820303,24.866835693359334,30.82690942382824,36.19960351562499,41.04052026367175,44.99458764648426,43.64128686523431,41.627021484375085,42.494475341796864,42.41603540039056,40.76763696289062,38.59929223632807,34.28157983398424,28.60373632812497,25.73938208007804,25.287951416015524,24.980036376953013,24.86127661132803,24.67111181640616,25.108746093749915,24.84815649414054,24.739109863281172,24.46364233398428,24.425397705078044,24.15323583984365,25.71069189453123,31.151343017578164,37.15785058593747,41.83707177734361,43.9814577636717,44.19592309570306,42.36941796874997,43.48925805664056,42.94294531250016,41.8382338867187,38.29492211914061,34.26027978515616,29.68116674804684,26.89649511718745,26.31696264648431,25.842878173828044,25.56626806640617,25.32308203124992
25.094505-121.553375,121.553375,25.094505,23.693836425781114,23.581269287109247,23.446779541015506,23.162975830078,23.04921850585926,22.883772949218635,24.56507299804686,30.991900878906296,37.552763916015465,41.52132470703112,43.32418847656243,44.18218896484369,41.89587060546865,44.56467675781244,43.0687893066406,42.77708837890635,39.637176757812384,33.89235620117175,28.241678222656237,25.08728124999991,24.428937744140505,24.243940185546755,24.076540283203,23.952740234374875,23.731089843749988,23.54997778320311,23.466083740234392,23.19079687499999,22.89401953124997,22.64635717773434,24.209209960937372,29.96080712890639,35.38567773437495,39.971954589843584,41.9570939941408,42.78321484375007,40.83713403320303,42.540335937499975,41.75881494140616,39.725736328124846,35.92004174804677,32.34074243164057,28.191762451171744,25.44869360351551,24.838755371093832,24.426312011718743,24.046589111328107,23.85899877929686,23.83105566406237,23.491758789062363,23.23177832031236,23.06637304687486,23.04182104492175,22.831839355468624,24.54327001953122,30.71754052734389,35.85562890625,40.507463623046775,43.34006616210932,45.25475976562494,42.90368554687489,43.7729104003905,44.080849853515566,41.900725341796765,40.75809472656235,34.04928735351545,28.189726318359355,25.228119873046783,24.635368408203004,24.33540869140612,24.203005126953,24.06238134765613,24.496261962890514,24.25592626953114,24.12560888671865,23.746755126952998,23.72926245117176,23.424802978515714,25.15874487304683,30.90864160156256,36.85399926757808,41.58027124023421,43.9047915039062,43.60308984374998,42.26340966796867,43.2905654296874,42.9346120605468,40.79716333007799,37.56554223632796,33.43329003906248,28.96261083984368,26.20905981445305,25.58868383789053,25.12610327148426,24.89228979492177,24.73603002929677
25.09459-121.573944,121.573944,25.09459,23.137695068359417,23.0342863769532,22.99897314453112,22.78205541992175,22.582673095703,22.371683105468616,24.146625732421857,30.995427490234487,36.35314843749999,40.26651269531232,42.40805395507826,44.58129663085932,43.38505029296864,43.06837304687492,42.23199609374983,41.13226342773421,38.74018334960936,32.7124624023439,27.48030371093744,24.48000952148428,23.754086669921733,23.539641113281323,23.429115722656327,23.316987548828187,23.192096923828107,23.020109619140605,22.938183349609368,22.6610080566406,22.43615332031247,22.161969970703083,23.834140380859257,29.80660058593752,35.10767968749992,39.488750244140455,41.531289306640616,41.61969140624993,40.70614062500001,41.152395263671806,40.2919436035155,38.08189843749984,34.898991943359334,31.295002685546887,27.235268310546854,24.61498901367195,24.006619628906225,23.653151611328088,23.334007324218707,23.231542724609344,23.29464453124986,23.033252685546977,22.748354980468765,22.64084228515632,22.581592773437364,22.41086767578112,24.250945800781235,30.314177490234503,34.97620629882801,38.9150319824218,41.21532739257798,41.74581079101555,39.40287622070299,41.47688012695295,41.96992456054674,40.43632348632799,38.6717495117187,32.94453881835931,27.79464941406249,24.70969824218741,24.026855224609243,23.728058837890703,23.60400170898448,23.552846435546744,23.902690185546746,23.695608886718624,23.54059179687488,23.22063061523448,23.24487402343737,22.96008593750001,24.725994628906204,30.87766137695324,36.50535913085932,40.93519311523425,43.188503662109376,42.6849135742186,41.23127709960949,41.41103662109371,42.14527734374997,40.02406274414054,36.645108886718646,32.48087304687495,28.140721191406136,25.493263916015525,24.88953100585926,24.41423315429673,24.24574804687487,24.1406369628905
25.09465-121.59451,121.59451,25.09465,21.35586889648433,21.31514013671872,21.22992773437498,21.112956298828117,20.971100830078115,20.74902197265623,23.13315771484369,30.83499169921888,36.20818505859371,40.57601464843741,43.095329833984586,44.00788916015627,42.11649560546864,41.83050317382802,42.048795410156245,40.40514916992177,37.113349609375085,32.06834008789066,26.77962499999996,22.981899169921768,22.20178564453125,21.914568847656227,21.718593505859342,21.51477514648434,21.807287353515598,21.54460913085933,21.460524658203088,21.238426269531207,21.157088378906213,20.89112402343745,23.305624755859288,30.023836914062603,35.60529321289057,40.00099145507799,42.06683081054707,41.78654199218733,40.4333876953125,40.70468164062493,40.01348046874983,37.93635278320305,34.72995874023422,30.822778564453195,26.32090551757812,22.682173828124963,22.174598144531185,21.965379394531183,21.80047338867181,21.65936132812494,21.501908935546847,21.229355224609343,20.976106933593705,20.963119873046843,20.888466552734357,20.87994360351561,23.343610595703083,30.83573754882823,35.888812499999844,40.09797265624983,42.14065014648455,41.915265136718574,38.97547387695301,40.40852929687498,41.093998046874965,40.43719384765624,37.46207543945302,32.64528710937487,27.329084228515505,23.216913818359306,22.24360205078124,21.879612792968715,21.674522460937457,21.60406958007809,22.397726806640616,22.25171240234375,22.08934790039062,21.84422705078123,21.92554052734375,21.800558837890616,24.16820776367184,31.39221948242196,37.08448266601561,41.30088891601558,43.34750512695305,42.16393823242177,40.89328149414045,41.34355004882804,41.80374291992185,40.14154931640624,36.528958984375,32.36266992187494,27.62273779296868,23.797515624999868,23.32122900390633,22.792936767578105,22.68243505859374,22.553843749999988
